tim_id,type,manufacturer,mpn,description,thermal_conductivity_wmk,thickness_mm,width_mm,length_mm,price_thb,weight_g
,Thermal Pad,Laird Technologies - Thermal Materials,A17916-08,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,2.0,2.03,228.6,228.6,541.78,
,Thermal Pad,Bergquist,BP100-0.005-00-1112,Thermal Pad White 304.80mm x 279.40mm Rectangular Adhesive - Both Sides,0.8,0.13,304.8,279.4,550.55,
,Thermal Pad,Wakefield Thermal,PL-2-3-1016-H,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 101.6x101.6mm, Hyper Soft",3.0,2.0,101.6,101.6,572.65,
,Thermal Pad,t-Global Technology,T62-1-310-310-0.16,Thermal Pad Black 310.00mm x 310.00mm Square Adhesive - One Side,15.0,0.16,310.0,310.0,573.95,
,Thermal Pad,Wakefield Thermal,PL-1-5-76X127-60,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 76.2x127mm, Brown",5.0,1.0,76.2,127.0,615.55,
,Thermal Pad,Bergquist,GP1500-0.040-02-0404,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides,1.5,1.02,101.6,101.6,663.98,
,Thermal Pad,Wakefield Thermal,PLF-1-3-76X127-70,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 3 W/m-K, 76x127mm, White",3.0,1.0,76.0,127.0,666.25,
,Thermal Pad,t-Global Technology,GT10D-300-300-0.25-1A,Thermal Pad Pink 300.00mm x 300.00mm Square Adhesive - One Side,1.5,0.25,300.0,300.0,684.78,
,Thermal Pad,Same Sky (Formerly CUI Devices),SF400-505005,Thermal Pad Gray 50.00mm x 50.00mm Square Tacky - Both Sides,2.5,0.5,50.0,50.0,703.3,
,Thermal Pad,Laird Technologies - Thermal Materials,A18197-16,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,5.3,0.41,228.6,228.6,710.78,
,Thermal Pad,Bergquist,GPVOUS-0.020-01-0816,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0,0.51,406.4,203.2,718.25,
,Thermal Pad,Laird Technologies - Thermal Materials,A17733-04,Thermal Pad Yellow 228.60mm x 228.60mm Square Adhesive - One Side,1.2,1.02,228.6,228.6,727.68,
,Thermal Pad,Bergquist,2191342,Thermal Pad Gray 304.80mm x 292.10mm Rectangular,0.9,0.15,304.8,292.1,728.98,
,Thermal Pad,t-Global Technology,TG-A1250-125-125-0.5,Thermal Pad Green 125.00mm x 125.00mm Square,12.5,0.5,125.0,125.0,736.45,
,Thermal Pad,Laird Technologies - Thermal Materials,A18172-16,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,0.4,228.6,228.6,749.13,
,Thermal Pad,Parker Chomerics,69-12-42355-1674,Thermal Pad Blue 203.20mm x 203.20mm Square Adhesive - One Side,1.0,0.25,203.2,203.2,761.8,
,Thermal Pad,t-Global Technology,TG-A6200-100-100-2.5,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - Both Sides,6.2,2.5,100.0,100.0,764.4,
,Thermal Pad,Wakefield Thermal,PL-1-6-76X127-60,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 6 W/mK, 76.2x127mm, Grey",6.0,1.0,76.2,127.0,787.8,
,Thermal Pad,Bergquist,GP1500-0.040-02-0816,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.5,1.02,406.4,203.2,790.08,
,Thermal Pad,Bergquist,GPVOUS-0.040-01-0816,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0,1.02,406.4,203.2,802.1,
,Thermal Pad,Laird Technologies - Thermal Materials,A18172-05,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,0.12,228.6,228.6,814.13,
,Thermal Pad,t-Global Technology,TG-A6200-150-150-1.0,Thermal Pad Blue 150.00mm x 150.00mm Square Tacky - Both Sides,6.2,1.0,150.0,150.0,814.78,
,Thermal Pad,Laird Technologies - Thermal Materials,A15993-00,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,0.51,228.6,228.6,827.78,
,Thermal Pad,Laird Technologies - Thermal Materials,A18172-10,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,0.25,228.6,228.6,865.15,
,Thermal Pad,Wakefield Thermal,PL-1-5-1016-H,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 101.6x101.6mm, Hyper Soft",5.0,1.0,101.6,101.6,882.38,
,Thermal Pad,t-Global Technology,TG-A1250-100-100-1.0,Thermal Pad Green 100.00mm x 100.00mm Square,12.5,1.0,100.0,100.0,902.53,
,Thermal Pad,Wakefield Thermal,PLX-1-6-76X127-48,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 6 W/mK, 76x127mm, Grey",6.0,1.0,76.0,127.0,916.5,
,Thermal Pad,Bergquist,BP100-0.011-00-1010,Thermal Pad White 254.00mm x 254.00mm Square Adhesive - Both Sides,0.8,0.28,254.0,254.0,922.35,
,Thermal Pad,Wakefield Thermal,PL-1-5-1016,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 101.6x101.6mm, Gold",5.0,1.0,101.6,101.6,944.78,
,Thermal Pad,Wakefield Thermal Solutions,PL-1-5-1016-H,Thermal Pad Gold 101.60mm x 101.60mm Square Tacky - One Side,5.0,0.99,101.6,101.6,945.1,
,Thermal Pad,Bergquist,GP1500R-0.020-02-0816,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.5,0.51,406.4,203.2,966.88,
,Thermal Pad,Würth Elektronik,4051210297017,Thermal Pad 297.00mm x 210.00mm Rectangular Acrylic,1800.0,0.04,297.0,210.0,968.83,
,Thermal Pad,Bergquist,BP100-0.008-00-1010,Thermal Pad White 254.00mm x 254.00mm Square Adhesive - Both Sides,0.8,0.2,254.0,254.0,980.53,
,Thermal Pad,Bergquist,2191191,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0,1.52,406.4,203.2,1007.5,
,Thermal Pad,Parker Chomerics,69-13-42350-T412,Thermal Pad Gray 152.40mm x 152.40mm Square Adhesive - Both Sides,1.4,0.23,152.4,152.4,1018.23,
,Thermal Pad,Laird Technologies - Thermal Materials,A14556-01,Thermal Pad Blue 228.60mm x 228.60mm Square Tacky - Both Sides,2.8,0.51,228.6,228.6,1021.15,
,Thermal Pad,Laird Technologies - Thermal Materials,A17690-02,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0,0.51,228.6,228.6,1049.1,
,Thermal Pad,Wakefield Thermal,PLX-1-7-76X127-68,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 7 W/mK, 76x127mm, Grey",7.0,1.0,76.0,127.0,1051.7,
,Thermal Pad,Bergquist,SPK10-0.006-00-11.512,Thermal Pad Beige 304.80mm x 292.10mm Rectangular,1.3,0.15,304.8,292.1,1079.65,
,Thermal Pad,Laird Technologies - Thermal Materials,A10464-07,Thermal Pad Gray 609.60mm x 457.20mm Rectangular,5.0,0.51,609.6,457.2,1130.03,
,Thermal Pad,Taica North America Corporation,COH-4065LVC-200-10,Thermal Pad Reddish Brown 200.00mm x 200.00mm Square Tacky - Both Sides,2.2,0.99,200.0,200.0,1177.47,
,Thermal Pad,Bergquist,GP1500-0.080-02-0816,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.5,2.03,406.4,203.2,1178.45,
,Thermal Pad,Wakefield Thermal,PLX-1-1.5-210X310-40,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1.5 W/mK, 210x310mm, White",1.5,1.0,210.0,310.0,1186.25,
,Thermal Pad,t-Global Technology,TG-A486G-150-150-1.0-1A,Thermal Pad Gray 150.00mm x 150.00mm Square Adhesive - One Side,6.3,1.0,150.0,150.0,1213.55,
,Thermal Pad,Bergquist,SP900S-0.009-AC-1212,Thermal Pad Pink 304.80mm x 304.80mm Square Adhesive - One Side,1.6,0.23,304.8,304.8,1232.4,
,Thermal Pad,Laird Technologies - Thermal Materials,A17653-03,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,5.0,0.76,228.6,228.6,1312.68,
,Thermal Pad,Wakefield Thermal,PLX-1-2-210X310-80,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 2 W/mK, 210x310mm, Grey",2.0,1.0,210.0,310.0,1328.6,
,Thermal Pad,Wakefield Thermal,PL-1-8-76X127-50,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 8 W/mK, 76.2x127mm, Grey",8.0,1.0,76.2,127.0,1338.03,
,Thermal Pad,Wakefield Thermal,PL-2-5-1016-H,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 101.6x101.6mm, Hyper Soft",5.0,2.0,101.6,101.6,1380.6,
,Thermal Pad,Bergquist,2165804,Thermal Pad Beige 304.80mm x 292.10mm Rectangular Adhesive - One Side,1.3,0.15,304.8,292.1,1439.1,
,Thermal Pad,3M,5549S-05,Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - One Side,3.5,0.5,210.0,155.0,1445.28,
,Thermal Pad,Parker Chomerics,61-02-0909-G579,Thermal Pad Pink 228.60mm x 228.60mm Square,3.0,0.51,228.6,228.6,1467.05,
,Thermal Pad,Laird Technologies - Thermal Materials,A18330-04,Thermal Pad Gray 127.00mm x 76.00mm Rectangular,34.0,1.0,127.0,76.0,1483.95,
,Thermal Pad,Wakefield Thermal,PLX-1-8-76x127-40,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 8 W/mK, 76x127mm, Grey",8.0,1.0,76.0,127.0,1532.05,
,Thermal Pad,t-Global Technology,TG-APC94-150-150-2.0-0,Thermal Pad Red 150.00mm x 150.00mm Square,4.0,2.01,150.0,150.0,1553.83,
,Thermal Pad,Laird Technologies - Thermal Materials,A15340-01,Thermal Pad Green 228.60mm x 228.60mm Square,1.2,5.08,228.6,228.6,1587.95,
,Thermal Pad,Laird Technologies - Thermal Materials,A10832-02,Thermal Pad Yellow 228.60mm x 228.60mm Square Tacky - Both Sides,2.2,0.25,228.6,228.6,1617.53,
,Thermal Pad,Bergquist,GP1500-0.125-02-0816,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.5,3.18,406.4,203.2,1638.0,
,Thermal Pad,Laird Technologies - Thermal Materials,A10464-10,Thermal Pad Gray 609.60mm x 457.20mm Rectangular Adhesive - One Side,5.0,0.51,609.6,457.2,1641.9,
,Thermal Pad,3M,5583S 210 MM X 300 MM X 2.0 MM,Thermal Pad White 300.00mm x 210.00mm Rectangular Tacky - One Side,1.0,2.01,300.0,210.0,1682.2,
,Thermal Pad,Laird Technologies - Thermal Materials,A18213-02,Thermal Pad Gray 229.00mm x 229.00mm Square,10.0,0.5,229.0,229.0,1685.45,
,Thermal Pad,t-Global Technology,TG-A1450-100-100-1.0,Thermal Pad Red 100.00mm x 100.00mm Square,14.5,1.0,100.0,100.0,1703.98,
,Thermal Pad,Laird Technologies - Thermal Materials,A17653-04,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,5.0,1.02,228.6,228.6,1716.0,
,Thermal Pad,t-Global Technology,TG-A1250-100-100-2.0,Thermal Pad Green 100.00mm x 100.00mm Square,12.5,2.01,100.0,100.0,1716.98,
,Thermal Pad,Laird Technologies - Thermal Materials,A10092-01,Thermal Pad Pink 203.20mm x 203.20mm Square,6.0,0.25,203.2,203.2,1724.13,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.020-00-0406,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 4x6"" Sheet, 0.020"" Thickness, Thermexit, IDH 2972783",40.0,0.51,4.0,6.0,1730.3,
,Thermal Pad,Laird Technologies - Thermal Materials,A15340-03,Thermal Pad Green 228.60mm x 228.60mm Square Tacky - One Side,1.2,5.08,228.6,228.6,1735.18,
,Thermal Pad,Laird Technologies - Thermal Materials,A16367-02,Thermal Pad Pink 228.60mm x 215.90mm Rectangular Tacky - One Side,2.8,0.51,228.6,215.9,1753.7,
,Thermal Pad,3M,5519 210 MM X 155 MM X 1.0 MM,Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - Both Sides,4.9,0.99,210.0,155.0,1785.23,
,Thermal Pad,Bergquist,GP1000SF-0.020-02-0816,Thermal Pad Green 406.40mm x 203.20mm Rectangular Tacky - Both Sides,0.9,0.51,406.4,203.2,1800.5,
,Thermal Pad,t-Global Technology,TG-A1660-125-125-0.5,Thermal Pad Gray 125.00mm x 125.00mm Square,16.6,0.51,125.0,125.0,1844.38,
,Thermal Pad,t-Global Technology,TG-A486G-150-150-2.0-1A,Thermal Pad Gray 150.00mm x 150.00mm Square Adhesive - One Side,6.3,2.01,150.0,150.0,1851.85,
,Thermal Pad,Laird Technologies - Thermal Materials,A17690-04,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0,1.02,228.6,228.6,1877.53,
,Thermal Pad,Parker Chomerics,62-02-0909-A579,Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0,0.51,228.6,228.6,1917.83,
,Thermal Pad,Laird Technologies - Thermal Materials,A18238-02,Thermal Pad Gray 229.00mm x 229.00mm Square Tacky - One Side,10.0,0.51,229.0,229.0,1938.95,
,Thermal Pad,t-Global Technology,TG-A1250-150-150-1.0,Thermal Pad Green 150.00mm x 150.00mm Square,12.5,1.0,150.0,150.0,1940.25,
,Thermal Pad,Wakefield Thermal,PL-1-10-76X127-55,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 10 W/mK, 76.2x127mm, Grey",10.0,1.0,76.2,127.0,1949.35,
,Thermal Pad,Bergquist,GPVOUS-0.100-01-0816,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0,2.54,406.4,203.2,1955.85,
,Thermal Pad,3M,5516-10,Thermal Pad Gray 320.00mm x 230.00mm Rectangular Tacky - Both Sides,3.1,0.99,320.0,230.0,1958.78,
,Thermal Pad,Taica North America Corporation,COH-3114LVC-200-10,Thermal Pad Gray 200.00mm x 200.00mm Square Tacky - Both Sides,3.1,0.99,200.0,200.0,1978.6,
,Thermal Pad,Bergquist,GPHC3.0-0.020-02-0816,Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0,0.51,406.4,203.2,2024.43,
,Thermal Pad,Taica North America Corporation,COH-4065LVC-200-20,Thermal Pad Reddish Brown 200.00mm x 200.00mm Square Tacky - Both Sides,2.2,2.01,200.0,200.0,2065.05,
,Thermal Pad,Bergquist,GP5000S35-0.020-02-0816,Thermal Pad Green 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0,0.51,406.4,203.2,2067.65,
,Thermal Pad,Laird Technologies - Thermal Materials,A12618-01,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,1.02,228.6,228.6,2103.73,
,Thermal Pad,t-Global Technology,TG-A1250-100-100-2.5,Thermal Pad Green 100.00mm x 100.00mm Square,12.5,2.5,100.0,100.0,2114.13,
,Thermal Pad,Parker Chomerics,61-04-0909-G579,Thermal Pad Pink 228.60mm x 228.60mm Square,3.0,1.02,228.6,228.6,2148.25,
,Thermal Pad,Parker Chomerics,61-04-0909-HCS10G,Thermal Pad Orange 228.60mm x 228.60mm Square,1.0,1.02,228.6,228.6,2150.2,
,Thermal Pad,Laird Technologies - Thermal Materials,A14412-01,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - One Side,3.0,1.02,228.6,228.6,2160.6,
,Thermal Pad,Bergquist,2191193,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.0,3.18,406.4,203.2,2181.08,
,Thermal Pad,Bergquist Company,TGP40000SF-0.020-01-0406-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 4 x 6"" Sheet, Tacky Pad, 0.020"" Thickness, Thermexit",40.0,0.51,4.0,6.0,2189.2,
,Thermal Pad,t-Global Technology,TG-A6200-310-310-0.5,Thermal Pad Blue 310.00mm x 310.00mm Square Tacky - Both Sides,6.2,0.5,310.0,310.0,2190.83,
,Thermal Pad,Wakefield Thermal,PLX-1-3-210X310-30,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 210x310mm, Blue",3.0,1.0,210.0,310.0,2213.58,
,Thermal Pad,t-Global Technology,TG-A1660-100-100-1.0,Thermal Pad Gray 100.00mm x 100.00mm Square,16.6,1.0,100.0,100.0,2335.13,
,Thermal Pad,Laird Technologies - Thermal Materials,A10080-01,Thermal Pad Blue 203.20mm x 203.20mm Square,6.0,0.51,203.2,203.2,2341.95,
,Thermal Pad,Wakefield Thermal Solutions,PL-1-12-76X127-75,Thermal Pad Gray 127.00mm x 76.20mm Rectangular Tacky - One Side,12.0,1.0,127.0,76.2,2403.7,
,Thermal Pad,Parker Chomerics,62-04-0909-A579,Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0,1.02,228.6,228.6,2445.3,
,Thermal Pad,t-Global Technology,TG-A4500-310-310-1.0,Thermal Pad Purple 310.00mm x 310.00mm Square Tacky - Both Sides,4.5,1.0,310.0,310.0,2446.28,
,Thermal Pad,3M,5519 210 MM X 155 MM X 2.0 MM,Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - Both Sides,4.9,2.01,210.0,155.0,2471.95,
,Thermal Pad,Laird Technologies - Thermal Materials,A10538-17,Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,0.51,228.6,228.6,2480.73,
,Thermal Pad,t-Global Technology,TG-A1250-100-100-3.0,Thermal Pad Green 100.00mm x 100.00mm Square,12.5,3.0,100.0,100.0,2507.05,
,Thermal Pad,Bergquist,GPHC5.0-0.020-02-0816,Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0,0.51,406.4,203.2,2636.73,
,Thermal Pad,Laird Technologies - Thermal Materials,A17690-06,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0,1.52,228.6,228.6,2696.2,
,Thermal Pad,Laird Technologies - Thermal Materials,A12619-01,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,1.27,228.6,228.6,2775.18,
,Thermal Pad,t-Global Technology,TG-A1250-150-150-1.5,Thermal Pad Green 150.00mm x 150.00mm Square,12.5,1.5,150.0,150.0,2824.58,
,Thermal Pad,3M,5549S 210 MM X 155MM X 1.5MM,Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - One Side,3.5,1.5,210.0,155.0,2836.6,
,Thermal Pad,Laird Technologies - Thermal Materials,A16104-10,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,2.54,228.6,228.6,2840.5,
,Thermal Pad,Laird Technologies - Thermal Materials,A17653-07,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,5.0,1.78,228.6,228.6,2861.63,
,Thermal Pad,Wakefield Thermal,PLX-1-12-76X127-58,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 12 W/mK, 76x127mm, Grey",12.0,1.0,76.0,127.0,2915.9,
,Thermal Pad,Wakefield Thermal,PLF-1-8-76X127-70,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 8 W/mK, 76.2x127mm, Grey",8.0,1.0,76.2,127.0,2931.83,
,Thermal Pad,Bergquist Company,TGP7000ULM-0.040-02-0808,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.040"" Thickness, TGP7000ULM, IDH 2261480",7.0,1.02,203.2,203.2,2986.43,
,Thermal Pad,t-Global Technology,TG-A1780-125-125-0.5,Thermal Pad Gray 125.00mm x 125.00mm Square,18.0,0.5,125.0,125.0,3019.58,
,Thermal Pad,t-Global Technology,TG-A1250-250-250-0.5,Thermal Pad Green 250.00mm x 250.00mm Square,12.5,0.5,250.0,250.0,3031.93,
,Thermal Pad,Laird Technologies - Thermal Materials,A12620-34,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - One Side,3.0,1.52,228.6,228.6,3042.98,
,Thermal Pad,Laird Technologies - Thermal Materials,A17883-04,Thermal Pad Teal 228.60mm x 228.60mm Square,6.0,1.02,228.6,228.6,3103.1,
,Thermal Pad,Bergquist Company,TGP7000ULM-0.020-02-0808,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.020"" Thickness, TGP7000ULM, IDH 2563017",7.0,0.51,203.2,203.2,3250.65,
,Thermal Pad,t-Global Technology,TG-A1450-100-100-2.0,Thermal Pad Red 100.00mm x 100.00mm Square,14.5,2.01,100.0,100.0,3263.65,
,Thermal Pad,Bergquist,GPHC5.0-0.060-02-0816,Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0,1.52,406.4,203.2,3407.3,
,Thermal Pad,t-Global Technology,TG-A6200-310-310-1.0,Thermal Pad Blue 310.00mm x 310.00mm Square Tacky - Both Sides,6.2,1.0,310.0,310.0,3440.13,
,Thermal Pad,Laird Technologies - Thermal Materials,A18213-04,Thermal Pad Gray 229.00mm x 229.00mm Square,10.0,1.0,229.0,229.0,3492.78,
,Thermal Pad,Laird Technologies - Thermal Materials,A18171-05,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,7.5,0.12,457.2,457.2,3532.1,
,Thermal Pad,Parker Chomerics,61-06-0909-G579,Thermal Pad Pink 228.60mm x 228.60mm Square,3.0,1.52,228.6,228.6,3601.98,
,Thermal Pad,Laird Technologies - Thermal Materials,A18171-08,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,7.5,0.2,457.2,457.2,3653.32,
,Thermal Pad,t-Global Technology,TG-A1250-150-150-2.0,Thermal Pad Green 150.00mm x 150.00mm Square,12.5,2.01,150.0,150.0,3690.7,
,Thermal Pad,Wakefield Thermal,PLX-1-5-210X310-40,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 210x310mm, Grey",5.0,1.0,210.0,310.0,3718.98,
,Thermal Pad,Parker Chomerics,61-06-1015-PAD60,Thermal Pad Green 381.00mm x 254.00mm Rectangular,6.0,1.52,381.0,254.0,3772.28,
,Thermal Pad,Taica North America Corporation,COH-4000LVC-400-05,Thermal Pad Gray 400.00mm x 400.00mm Square Tacky - Both Sides,2.3,0.51,400.0,400.0,3810.63,
,Thermal Pad,Laird Technologies - Thermal Materials,A17883-06,Thermal Pad Teal 228.60mm x 228.60mm Square,6.0,1.52,228.6,228.6,3845.73,
,Thermal Pad,Parker Chomerics,62-06-0909-A579,Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0,1.52,228.6,228.6,3922.75,
,Thermal Pad,Laird Technologies - Thermal Materials,A11809-02,Thermal Pad Yellow 457.20mm x 457.20mm Square Tacky - Both Sides,0.7,0.13,457.2,457.2,3941.28,
,Thermal Pad,Laird Technologies - Thermal Materials,A18171-10,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,7.5,0.25,457.2,457.2,3978.89,
,Thermal Pad,Laird Technologies - Thermal Materials,A10233-30,Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,1.02,228.6,228.6,4127.5,
,Thermal Pad,Laird Technologies - Thermal Materials,A17156-06,Thermal Pad Pink 457.20mm x 457.20mm Square Tacky - Both Sides,2.7,1.52,457.2,457.2,4266.28,
,Thermal Pad,Parker Chomerics,61-08-0909-G579,Thermal Pad Pink 228.60mm x 228.60mm Square,3.0,2.03,228.6,228.6,4341.35,
,Thermal Pad,Bergquist Company,TGP6000ULM-0.040-12-0816,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.040"" Thickness, TGP6000ULM, IDH 2195666",6.0,1.02,203.2,406.4,4350.78,
,Thermal Pad,Laird Technologies - Thermal Materials,A18171-16,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,7.5,0.4,457.2,457.2,4363.45,
,Thermal Pad,Parker Chomerics,61-04-1015-PAD80G,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular,8.3,1.02,381.0,254.0,4565.93,
,Thermal Pad,Parker Chomerics,61-08-1015-PAD60,Thermal Pad Green 381.00mm x 254.00mm Rectangular,6.0,2.03,381.0,254.0,4666.03,
,Thermal Pad,Laird Technologies - Thermal Materials,A12624-01,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,2.54,228.6,228.6,4675.45,
,Thermal Pad,Laird Technologies - Thermal Materials,A18213-06,Thermal Pad Gray 229.00mm x 229.00mm Square,10.0,1.5,229.0,229.0,4677.4,
,Thermal Pad,Laird Technologies - Thermal Materials,A12616-08,Thermal Pad Blue-Violet 457.20mm x 457.20mm Square Tacky - Both Sides,3.0,0.51,457.2,457.2,4806.43,
,Thermal Pad,Laird Technologies - Thermal Materials,A10832-09,Thermal Pad Yellow 457.20mm x 457.20mm Square Tacky - Both Sides,2.2,0.25,457.2,457.2,4831.02,
,Thermal Pad,Laird Technologies - Thermal Materials,A15896-05,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,5.0,1.27,228.6,228.6,4918.88,
,Thermal Pad,Laird Technologies - Thermal Materials,A15726-00,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,3.8,0.25,457.2,457.2,4940.0,
,Thermal Pad,t-Global Technology,TG-A1450-250-250-0.5,Thermal Pad Red 250.00mm x 250.00mm Square,14.5,0.5,250.0,250.0,5001.1,
,Thermal Pad,Bergquist Company,TGP7000ULM-0.060-02-0808,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.060"" Thickness, TGP7000ULM, IDH 2474875",7.0,1.52,203.2,203.2,5015.73,
,Thermal Pad,Laird Technologies - Thermal Materials,A17752-04,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,1.02,228.6,228.6,5022.55,
,Thermal Pad,Parker Chomerics,61-10-0808-T500,Thermal Pad Green 203.20mm x 203.20mm Square,2.1,0.25,203.2,203.2,5057.65,
,Thermal Pad,Parker Chomerics,61-06-1015-PAD80G,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular,8.3,1.52,381.0,254.0,5063.83,
,Thermal Pad,Parker Chomerics,62-10-0909-A579,Thermal Pad Pink 228.60mm x 228.60mm Square Adhesive - One Side,3.0,2.54,228.6,228.6,5153.53,
,Thermal Pad,Bergquist,SPA2000-0.015-00-1012-NA,Thermal Pad White 304.80mm x 254.00mm Rectangular,3.0,0.38,304.8,254.0,5180.18,
,Thermal Pad,Laird Technologies - Thermal Materials,A18444-04,Thermal Pad Gray 228.60mm x 228.60mm Square,7.5,1.02,228.6,228.6,5194.48,
,Thermal Pad,Bergquist,GPHC3.0-0.125-02-0816,Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0,3.18,406.4,203.2,5208.13,
,Thermal Pad,Parker Chomerics,62-03-1015-PAD80A,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular Adhesive - One Side,8.3,0.76,381.0,254.0,5370.3,
