tim_id,datasheet,mfr_part_number,mfr,price_thb,product_type,dimensions_mm,category,width_mm,length_mm,weight_g,useable_temp_range_c,thermal_conductivity_wmk,shape,outline_mm,thickness_mm,max_temp_c,min_temp_c
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-11.512,Bergquist,1079.65,"Pad, Sheet",,,,,,,1.3,Rectangular,304.80mm x 292.10mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.080-02-0816,Bergquist,1178.45,"Pad, Sheet",,,,,,,1.5,Rectangular,406.40mm x 203.20mm,"0.0800"" (2.032mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-AC-1212,Bergquist,1232.4,"Pad, Sheet",,,,,,,1.6,Square,304.80mm x 304.80mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,2165804,Bergquist,1439.1,"Pad, Sheet",,,,,,,1.3,Rectangular,304.80mm x 292.10mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.125-02-0816,Bergquist,1638,"Pad, Sheet",,,,,,,1.5,Rectangular,406.40mm x 203.20mm,"0.125"" (3.18mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1100SF-en_GL.pdf,GP1000SF-0.020-02-0816,Bergquist,1800.5,"Pad, Sheet",,,,,,,0.9,Rectangular,406.40mm x 203.20mm,"0.0200"" (0.508mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-5000-en_GL.pdf,GP5000S35-0.020-02-0816,Bergquist,2067.65,"Pad, Sheet",,,,,,,5.0,Rectangular,406.40mm x 203.20mm,"0.0200"" (0.508mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-310-310-0.5,t-Global Technology,2190.83,"Pad, Sheet",,,,,,,6.2,Square,310.00mm x 310.00mm,"0.0197"" (0.500mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf,GP3000S30-0.125-02-0816,Bergquist,5867.55,"Pad, Sheet",,,,,,,3.0,Rectangular,406.40mm x 203.20mm,"0.125"" (3.18mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-7.2-6.3-1.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Rectangular,7.20mm x 6.30mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-1.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-0.5,t-Global Technology,3.9,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-2.0,t-Global Technology,4.23,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.0790"" (2.000mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-104,Bergquist,5.2,"Pad, Sheet",,,,,,,2.0,Rectangular,25.40mm x 19.05mm,"0.0050"" (0.127mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-51,Bergquist,5.53,"Pad, Sheet",,,,,,,2.0,Rectangular,17.45mm x 14.27mm,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-3.0,t-Global Technology,5.85,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-1.0,t-Global Technology,5.85,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.0394"" (1.000mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-90,Bergquist,6.5,"Pad, Sheet",,,,,,,1.0,Rectangular,21.84mm x 18.80mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-11-11-1.0,t-Global Technology,7.15,"Pad, Sheet",,,,,,,6.2,Square,11.00mm x 11.00mm,"0.0394"" (1.000mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6032/211_ERGQUIST_SIL_PAD_TSP_900_EN-1534579.pdf,SP400-0.007-AC-54,Bergquist,7.48,"Pad, Sheet",,,,,,,0.9,Rectangular,19.05mm x 12.70mm,"0.0070"" (0.178mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-1.5,t-Global Technology,7.8,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-0.5,t-Global Technology,8.13,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.0197"" (0.500mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-900-en_GL.pdf,SP400-0.009-00-90,Bergquist,8.78,"Pad, Sheet",,,,,,,0.9,Rectangular,21.84mm x 18.80mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-1.5,t-Global Technology,8.78,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.0591"" (1.500mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-900-en_GL.pdf,SP400-0.007-00-51,Bergquist,9.43,"Pad, Sheet",,,,,,,0.9,Rectangular,17.45mm x 14.27mm,"0.0070"" (0.178mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-2.0,t-Global Technology,9.43,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-0.5,t-Global Technology,9.75,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-2.0,t-Global Technology,10.08,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.0790"" (2.000mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-00-58,Bergquist,10.4,"Pad, Sheet",,,,,,,1.6,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-900-en_GL.pdf,SP400-0.007-00-90,Bergquist,10.4,"Pad, Sheet",,,,,,,0.9,Rectangular,21.84mm x 18.80mm,"0.0070"" (0.178mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/520/Sil-Pad_Selection_Guide.pdf,Q3-0.005-00-48,Bergquist,10.4,"Pad, Sheet",,,,,,,2.0,Square,25.40mm x 25.40mm,"0.0050"" (0.127mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-114,Bergquist,11.38,"Pad, Sheet",,,,,,,1.0,Rectangular,24.00mm x 21.01mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-10-1.0,t-Global Technology,12.03,"Pad, Sheet",,,,,,,6.2,Rectangular,20.00mm x 10.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-3.0,t-Global Technology,12.35,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-1.0,t-Global Technology,13,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-0.5,t-Global Technology,14.95,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.0197"" (0.500mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/520/Sil-Pad_Selection_Guide.pdf,SP400-0.007-00-58,Bergquist,15.93,"Pad, Sheet",,,,,,,0.9,Rectangular,19.05mm x 12.70mm,"0.0070"" (0.178mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/644/ThermalCladSelectionGuide.pdf,SP400-0.009-00-05,Bergquist,16.25,"Pad, Sheet",,,,,,,0.9,Rhombus,41.91mm x 28.96mm,"0.0090"" (0.229mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-90,Bergquist,16.9,"Pad, Sheet",,,,,,,2.0,Rectangular,21.84mm x 18.79mm,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-1.5,t-Global Technology,18.53,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.0591"" (1.500mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,173-7-220P,Wakefield Thermal Solutions,18.85,"Pad, Sheet",,,,,,,1.2,Rectangular,17.81mm x 12.70mm,"0.0070"" (0.178mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-00-114,Bergquist,19.5,"Pad, Sheet",,,,,,,1.6,Rectangular,24.00mm x 21.01mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-2.0,t-Global Technology,21.45,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-3.0,t-Global Technology,22.43,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-5.0,t-Global Technology,22.75,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.197"" (5.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-51,Bergquist,23.4,"Pad, Sheet",,,,,,,1.3,Rectangular,17.45mm x 14.27mm,"0.0060"" (0.152mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,175-6-240P,Wakefield Thermal Solutions,23.73,"Pad, Sheet",,,,,,,0.5,Rectangular,19.10mm x 12.70mm,"0.0060"" (0.152mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-1.0,t-Global Technology,24.05,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.0394"" (1.000mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,173-9-230P,Wakefield Thermal Solutions,26.98,"Pad, Sheet",,,,,,,1.2,Rectangular,19.10mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-43,Bergquist,27.63,"Pad, Sheet",,,,,,,1.3,Rectangular,19.05mm x 12.70mm,"0.0060"" (0.152mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,173-9-240P,Wakefield Thermal Solutions,28.28,"Pad, Sheet",,,,,,,1.2,Rectangular,19.10mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-0.5,t-Global Technology,30.23,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-5.0,t-Global Technology,33.8,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.197"" (5.00mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-58,Bergquist,34.13,"Pad, Sheet",,,,,,,2.0,Rectangular,19.05mm x 12.70mm,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-1.5,t-Global Technology,34.13,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-1.0,t-Global Technology,34.78,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-24.2-24.2-1.0,t-Global Technology,34.78,"Pad, Sheet",,,,,,,6.2,Square,24.20mm x 24.20mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-4.0,t-Global Technology,39.33,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.157"" (4.00mm)",,
,https://info.boydcorp.com/hubfs/Thermal/Conduction-Cooling/Boyd-Thermal-Interface-Materials-Catalog.pdf,53-02-103G,"Boyd Laconia, LLC",43.23,"Pad, Sheet",,,,,,,0.9,"Polygon, 5-sided",23.80mm x 19.05mm,"0.0060"" (0.152mm)",,
,http://tds.loctite.com/tds5/Studio/ShowPDF/BERGQUIST%20SIL%20PAD%20TSP%201600S-EN?pid=BERGQUIST%20SIL%20PAD%20TSP%201600S&format=MTR&subformat=HYS&language=EN&plant=WERCS,SP900S-0.009-00-05,Bergquist,43.88,"Pad, Sheet",,,,,,,1.6,Rhombus,41.91mm x 28.96mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-1.0,t-Global Technology,47.78,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.0394"" (1.000mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-05,Bergquist,49.08,"Pad, Sheet",,,,,,,1.0,Rhombus,41.91mm x 28.96mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-5.0,t-Global Technology,50.05,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.197"" (5.00mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/520/Sil-Pad_Selection_Guide.pdf,SP400-0.009-00-03,Bergquist,52.33,"Pad, Sheet",,,,,,,0.9,Rhombus,39.70mm x 26.67mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-114,Bergquist,53.3,"Pad, Sheet",,,,,,,1.3,Rectangular,24.00mm x 21.01mm,"0.0060"" (0.152mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-0.5,t-Global Technology,55.25,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-4.0,t-Global Technology,56.23,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.157"" (4.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-900-en_GL.pdf,SP400-0.007-00-05,Bergquist,65.65,"Pad, Sheet",,,,,,,0.9,Rhombus,41.91mm x 28.96mm,"0.0070"" (0.178mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-5.0,t-Global Technology,68.58,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-1.5,t-Global Technology,68.9,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-3.0,t-Global Technology,81.9,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-1.0,t-Global Technology,87.1,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.0394"" (1.000mm)",,
,https://www.sensata.com/sites/default/files/media/documents/2018-04-04/ourproducts_thermal_pads_hsp.pdf,HSP-1,Sensata-Crydom,91,"Pad, Sheet",,,,,,,1.0,Rectangular,57.15mm x 44.45mm,"0.0039"" (0.100mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-20-5.0,t-Global Technology,108.55,"Pad, Sheet",,,,,,,6.2,Rectangular,25.00mm x 20.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-3.0,t-Global Technology,112.13,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-1.5,t-Global Technology,125.78,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-5.0,t-Global Technology,131.95,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.197"" (5.00mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-50-1-76X127,Wakefield Thermal Solutions,142.03,"Pad, Sheet",,,,,,,1.0,Rectangular,127.00mm x 76.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-0.5,t-Global Technology,143.33,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-2.0,t-Global Technology,145.93,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.0790"" (2.000mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-64-1-76X127,Wakefield Thermal Solutions,154.05,"Pad, Sheet",,,,,,,1.0,Rectangular,127.00mm x 76.00mm,"0.0250"" (0.635mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-16-1.3-76X127,Wakefield Thermal Solutions,172.25,"Pad, Sheet",,,,,,,1.3,Rectangular,127.00mm x 76.00mm,"0.0063"" (0.160mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-1.0,t-Global Technology,217.1,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0394"" (1.000mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-404005,Same Sky (Formerly CUI Devices),296.4,"Pad, Sheet",,,,,,,1.5,Square,40.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-2.0,t-Global Technology,354.9,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-0.3,t-Global Technology,357.83,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0118"" (0.300mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-38-1-254X254,Wakefield Thermal Solutions,360.1,"Pad, Sheet",,,,,,,1.0,Square,254.00mm x 254.00mm,"0.0150"" (0.381mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-50-1-254X254,Wakefield Thermal Solutions,400.08,"Pad, Sheet",,,,,,,1.0,Square,254.00mm x 254.00mm,"0.0197"" (0.500mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-64-1-254X254,Wakefield Thermal Solutions,440.05,"Pad, Sheet",,,,,,,1.0,Square,254.00mm x 254.00mm,"0.0250"" (0.635mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-4.0,t-Global Technology,511.23,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-5.0,t-Global Technology,622.05,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.197"" (5.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.060-02-0404,Bergquist,830.7,"Pad, Sheet",,,,,,,1.5,Square,101.60mm x 101.60mm,"0.0600"" (1.524mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.020-02-0816,Bergquist,1904.5,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0200"" (0.508mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.040-02-0816,Bergquist,2006.23,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0400"" (1.016mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-5-1.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Rectangular,10.00mm x 5.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-5-5-2.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,3.5,Square,5.00mm x 5.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-5-5-5.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,3.5,Square,5.00mm x 5.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-1.5,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-5-5-3.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,3.5,Square,5.00mm x 5.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-0.5,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-1.5,t-Global Technology,3.58,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-5.0,t-Global Technology,6.18,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-10-0.5,t-Global Technology,7.48,"Pad, Sheet",,,,,,,6.2,Rectangular,20.00mm x 10.00mm,"0.0197"" (0.500mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1200-en_GL.pdf,2192612,Bergquist,16.9,"Pad, Sheet",,,,,,,1.2,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-67,Bergquist,26.33,"Pad, Sheet",,,,,,,2.0,Rectangular,38.10mm x 22.86mm,"0.0050"" (0.127mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,175-6-230P,Wakefield Thermal Solutions,26.98,"Pad, Sheet",,,,,,,0.5,Rectangular,19.10mm x 12.70mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-86,Bergquist,32.83,"Pad, Sheet",,,,,,,1.3,Rhombus,39.62mm x 26.67mm,"0.0060"" (0.152mm)",,
,https://wakefieldthermal.com/content/data_sheets/Thermal%20Interface%20Materials.pdf,175-6-280P,Wakefield Thermal Solutions,33.8,"Pad, Sheet",,,,,,,0.5,Rectangular,21.79mm x 18.39mm,"0.0060"" (0.152mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-4.0,t-Global Technology,40.95,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.157"" (4.00mm)",,
